0.953, -0.961, 9.80404965558738, 1.6262411697274184
0.962, -0.958, 9.812445748016081, 1.9609600359031325
0.967, -0.975, 9.78119534196373, 1.9829746404338273
0.973, -0.968, 10.06520698437339, 1.7809418384705682
0.973, -0.973, 9.817801445363282, 1.699372701366841
0.974, -0.954, 9.752838789614561, 1.4869798388958704
0.983, -0.953, 10.000980893127151, 1.8517664182261924 # Chose this one, average value is pretty much the same,
0.986, -0.975, 9.87037835957594, 1.912685428249636    # and standard deviation is not that bad.
0.991, -0.979, 10.04841591376385, 1.5376524230952309
0.992, -1.0, 10.25354027845083, 1.596363293450412
0.994, -0.956, 10.01962543866229, 1.8168544323775935
0.997, -0.976, 9.831289746078902, 1.4983093866078165
0.997, -0.985, 9.82021216810568, 1.523742279575757
1.0, -1.003, 10.11344861050646, 1.8765178301992762
1.004, -1.023, 10.01793272485758, 1.6754629105921846
1.007, -0.979, 9.93609083703124, 1.7665937453473466
1.009, -1.032, 10.02534633176495, 1.644896086457732
1.011, -0.991, 9.97531940755163, 1.6873718836214422
1.016, -0.99, 10.14744574253953, 1.6580645393014557
1.018, -0.962, 9.90441492061389, 1.9415313301482071
1.022, -1.013, 9.940941855036039, 1.94087405969269
1.022, -1.014, 9.72752653085805, 1.6407887078568353
1.022, -1.02, 10.189715025183599, 1.4200879950590877
1.026, -0.97, 9.93140848250099, 1.4359295736176205
1.027, -1.032, 10.004170045457201, 1.5057490113765848
1.033, -0.987, 9.83595658592828, 1.9209457872596378
1.034, -1.039, 10.256838758261459, 1.8725979037097884
1.035, -1.028, 9.83640690281788, 1.875408305249114
1.039, -1.028, 9.89154172944164, 1.8220438048788807
1.04, -1.005, 9.92217187634966, 1.7239644891817574
